Company Name;Nome;Código CVM;CNPJ;Segmento;Tickers
B100 CONTROLE E PARTICIPACOES S.A.;B100 CONTROL;917526;34999925000100;Não Classificados;N/A
B3 S.A. - BRASIL. BOLSA. BALCÃO;B3;21610;9346601000125;Serviços Financeiros Diversos;B3SA3
BABILONIA HOLDING S.A.;BABILONIA;911065;26680187000105;Não Classificados;N/A
BAHEMA EDUCAÇÃO RJ LTDA;BAHEMAEDU RJ;916601;25249401000100;Não Classificados;N/A
BAHEMA EDUCAÇÃO S.A.;BIOMA EDUC;701;45987245000192;Serviços Educacionais;BIED3
BAHIA PCH I S/A;BAHIAPCH;906370;8747075000142;Não Classificados;N/A
BAMBOO SECURITIZADORA S.A;BAMBOO S.A.;900169;48343871000134;Não Classificados;N/A
BAMERINDUS S/A FIN. CRED E INV;BAMERIND FCI;760;75170076000164;Bancos;N/A
BANCO  BOCOM BBM S/A;BOCOMBBMBM;909739;15114366000169;Não Classificados;N/A
BANCO ABN AMRO S.A.;ABNBM;900746;3532415000102;Não Classificados;N/A
BANCO AGIBANK S.A.;AGIBANKBC;909705;10664513000150;Não Classificados;N/A
BANCO ANDBANK (BRASIL) S/A;ANDBANKBM;904979;48795256000169;Não Classificados;N/A
BANCO B3 S.A.;BCOB3BC;900563;997185000150;Não Classificados;N/A
BANCO BANDEPE S/A;BANDEPEBM;909762;10866788000177;Não Classificados;N/A
BANCO BMG S.A.;BANCO BMG;24600;61186680000174;Bancos;BMGB4
BANCO BRADESCARD S.A.;BRADESCARDBM;900878;4184779000101;Não Classificados;N/A
BANCO BRADESCO CARTOES S/A;BRADCARBM;904367;59438325000101;Não Classificados;N/A
BANCO BRADESCO FINANCIAMENTOS S/A;BRADESCOFINA;909671;7207996000150;Não Classificados;N/A
BANCO BRASILEIRO DE CREDITO S.A;JSLAM;900860;1852137000137;Não Classificados;N/A
BANCO CAIXA GERAL BRASIL S/A;CAIXAGERALBM;900795;33466988000138;Não Classificados;N/A
BANCO CAPITAL S/A;CAPITALBM;900647;15173776000180;Não Classificados;N/A
BANCO CARGILL S/A;CARGILLBM;900670;3609817000150;Não Classificados;N/A
BANCO CATERPILLAR S/A;CATERPILLARB;902445;2658435000153;Não Classificados;N/A
BANCO CBSS S.A.;CBSSBM;904508;27098060000145;Não Classificados;N/A
BANCO CETELEM S/A;BCOCETELEMBM;900530;558456000171;Não Classificados;N/A
BANCO CIFRA S/A;CIFRABM;900845;62421979000129;Não Classificados;N/A
BANCO CITIBANK S/A;CITIBM;901884;33479023000180;Não Classificados;N/A
BANCO CLASSICO S/A;CLASSICOBM;901892;31597552000152;Não Classificados;N/A
BANCO CNH INDUSTRIAL CAPITAL S/A;CNHCAPITALBM;902049;2992446000175;Não Classificados;N/A
BANCO COOPERATIVO SICREDI S/A;SICREDIBM;907592;1181521000155;Não Classificados;N/A
BANCO CREDIT AGRICOLE BRASIL S/A;AGRICOLEBM;900720;75647891000171;Não Classificados;N/A
BANCO CREFISA S.A.;CREFISABC;901132;61033106000186;Não Classificados;N/A
BANCO CSF S/A;CSFBM;900779;8357240000150;Não Classificados;N/A
BANCO DA CHINA BRASIL S/A;CHINABM;900704;10690848000143;Não Classificados;N/A
BANCO DE INVESTIMENTOS CREDIT SUISSE BRASIL S/A;SUISSEBI;900886;33987793000133;Não Classificados;N/A
BANCO DE LA NACION ARGENTINA;LANACIONARGE;901025;33042151000161;Não Classificados;N/A
BANCO DE LAGE LANDEN  BRASIL S/A;LAGEBM;904722;5040481000182;Não Classificados;N/A
BANCO DIGIMAIS S/A;B.A.PARTICIP;900514;92874270000140;Não Classificados;N/A
BANCO FATOR S/A;FATORBM;903781;33644196000106;Não Classificados;N/A
BANCO FIBRA S/A;FIBRABM;900811;58616418000108;Não Classificados;N/A
BANCO FICSA S/A;FICSABM;903674;61348538000186;Não Classificados;N/A
BANCO FIDIS S/A;BANCOFIDISBM;900803;62237425000176;Não Classificados;N/A
BANCO FORD S/A;FORDBM;900837;90731688000172;Não Classificados;N/A
BANCO GMAC S.A.;GMACBM;900688;59274605000113;Não Classificados;N/A
BANCO GUANABARA S/A;GUANABARABM;904060;31880826000116;Não Classificados;N/A
BANCO HONDA S/A;HONDABM;900696;3634220000165;Não Classificados;N/A
BANCO IBM S/A;IBMBM;904375;34270520000136;Não Classificados;N/A
BANCO INBURSA S/A;INBURSABM;901330;4866275000163;Não Classificados;N/A
BANCO ITAU CONSIGNADO S/A;ITAUCONSBM;901058;33885724000119;Não Classificados;N/A
BANCO ITAU VEICULOS S/A;ITAUVEICULOS;900662;61190658000106;Não Classificados;N/A
BANCO ITAU-BBA S/A;BBABM;904516;17298092000130;Não Classificados;N/A
BANCO ITAUCARD S/A;ITAUCARDBM;904482;17192451000170;Não Classificados;N/A
BANCO ITAUCRED FINANCIAMENTOS S/A;ITAUCREDBM;903690;59461152000134;Não Classificados;N/A
BANCO J. SAFRA S/A;JSAFRABM;907543;3017677000120;Não Classificados;N/A
BANCO J.P. MORGAN S/A;JPMORGANBM;904664;33172537000198;Não Classificados;N/A
BANCO KEB HANA DO BRASIL S/A;KEBBC;900928;2318507000113;Não Classificados;N/A
BANCO LOSANGO S/A - BM;LOSANGOBM;904284;33254319000100;Não Classificados;N/A
BANCO LUSO BRASILEIRO S/A;LUSOBRASILEI;905091;59118133000100;Não Classificados;N/A
BANCO MAXIMA S/A;MAXIMABC;901017;33923798000100;Não Classificados;N/A
BANCO MERCEDES BENZ DO BRASIL S/A;MERCEDESBBM;902544;60814191000157;Não Classificados;N/A
BANCO MIZUHO DO BRASIL S.A.;MIZUHOBM;909515;61088183000133;Não Classificados;N/A
BANCO MORGAN STANLEY S.A.;MORGANSTANLE;905505;2801938000136;Não Classificados;N/A
BANCO MUFG BRASIL S.A.;MUFGBM;901355;60498557000126;Não Classificados;N/A
BANCO OLE BONSUCESSO CONSIGNADO S.A;BONSUCESSOCO;901066;71371686000175;Não Classificados;N/A
BANCO ORIGINAL DO AGRONEGOCIO S/A;ORIGINALAGRO;904565;9516419000175;Não Classificados;N/A
BANCO ORIGINAL S/A;ORIGINALBM;901009;92894922000108;Não Classificados;N/A
BANCO OURINVEST S.A.;OURINVESTBM;906248;78632767000120;Não Classificados;N/A
BANCO PSA FINANCE BRASIL S/A;PSAFINANCEBM;901140;3502961000192;Não Classificados;N/A
BANCO RABOBANK INTERNATIONAL BRASIL S/A;RABOBANKBM;907055;1023570000160;Não Classificados;N/A
BANCO RENDIMENTO S.A.;RENDIMENTOBC;907287;68900810000138;Não Classificados;N/A
BANCO RODOBENS S/A;RODOBENSBM;901181;33603457000140;Não Classificados;N/A
BANCO SAFRA S/A;SAFRABM;901314;58160789000128;Não Classificados;N/A
BANCO SEMEAR S/A;SEMEARBM;902817;795423000145;Não Classificados;N/A
BANCO SISTEMA S/A;BCOSISTEMABM;909747;76543115000194;Não Classificados;N/A
BANCO SUMITOMO MITSUI BRASILEIRO S/A;SUMITOMOBM;907931;60518222000122;Não Classificados;N/A
BANCO TOPAZIO S/A;TOPAZIOBM;908632;7679404000100;Não Classificados;N/A
BANCO TOYOTA DO BRASIL S/A;BCOTOYOTABM;901371;3215790000110;Não Classificados;N/A
BANCO TRICURY S/A;TRICURYBM;908459;57839805000140;Não Classificados;N/A
BANCO VIPAL S/A;VIPALBM;909093;9526594000143;Não Classificados;N/A
BANCO VOLVO BRASIL S/A;VOLVOBM;901397;58017179000170;Não Classificados;N/A
BANCO VR S/A;VRBM;900787;78626983000163;Não Classificados;N/A
BANCO YAMAHA MOTOR DO BRASIL S/A;YAMAHABM;909622;10371492000185;Não Classificados;N/A
BANDA DE COURO ENERGETICA S/A;BANDADECOURO;901033;19905727000146;Não Classificados;N/A
BANESTES S.A. - BCO EST ESPIRITO SANTO;BANESTES;1155;28127603000178;Bancos;BEES3, BEES4
BANK OF AMERICA MERRILL LYNCH BANCO MULTIPLO S/A;MERRILLLYNCH;900985;62073200000121;Não Classificados;N/A
BARAO DE TEFE SPE EMPREENDIMENTOS IMOBILIARIOS S.A;TEFE;908566;17370002000175;Não Classificados;N/A
BARAUNAS II ENERGETICA S/A;BARAUNASII;901207;19905679000196;Não Classificados;N/A
BARCAS S.A.  -  TRANSPORTES MARITIMOS;BARCAS;901165;33644865000140;Não Classificados;N/A
BARDELLA S.A. INDUSTRIAS MECANICAS;BARDELLA;1520;60851615000153;Máq. e Equip. Industriais;BDLL3, BDLL4
BARIGUI COMPANHIA HIPOTECARIA;BARIGUICH;901231;14511781000193;Não Classificados;N/A
BARREIRAS HOLDING S.A.;BARREIRAS HD;900188;50258089000169;Não Classificados;N/A
BARUERI ENERGIA RENOVAVEL S.A.;BARUERI;900314;14641895000158;Não Classificados;N/A
BASE SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A;BASE SECURIT;900541;35082277000195;Não Classificados;N/A
BAUMER S.A.;BAUMER;1562;61374161000130;Equipamentos;BALM3, BALM4
BAUMINAS LOG E TRANSPORTES S.A;BAUMINASLOG;900993;14429795000162;Não Classificados;N/A
BAUTEK MINERAIS INDUSTRIAIS LTDA;BAUTEK;900138;21229511000150;Não Classificados;N/A
BB LEASING S/A ARREND MERCANTIL;BBAM;901264;31546476000156;Não Classificados;N/A
BB SEGURIDADE PARTICIPAÇÕES S.A.;BBSEGURIDADE;23159;17344597000194;Seguradoras;BBSE3
BBM DB INCORPORACAO S. A.;DBSA;900555;19733876000175;Não Classificados;N/A
BBM LOGISTICA S.A.;BBMLOGISTICA;24660;1107327000120;Serviços Diversos;BBML3
BBN BANCO BRASILEIRO DE NEGOCIOS S/A;BBNEGBM;901587;10264663000177;Não Classificados;N/A
BBO PARTICIPACOES S/A;BBOSA;900589;2400344000113;Não Classificados;N/A
BC GERAÇÃO E COMERCIALIZAÇÃO DE ENERGIA S.A. ;BC GERACAO;900108;28409693000190;Não Classificados;N/A
BCLV COMERCIO DE VEICULOS S.A.;BCLV;900738;4871143000120;Não Classificados;N/A
BCO ABC BRASIL S.A.;ABC BRASIL;20958;28195667000106;Bancos;ABCB4
BCO AMAZONIA S.A.;AMAZONIA;922;4902979000144;Bancos;BAZA3
BCO BRADESCO S.A.;BRADESCO;906;60746948000112;Bancos;BBDC3, BBDC4
BCO BRASIL S.A.;BRASIL;1023;191;Bancos;BBAS11, BBAS12, BBAS3
BCO BTG PACTUAL S.A.;BTGP BANCO;22616;30306294000145;Bancos;BPAC3, BPAC5, BPAC11
BCO CEDULA S/A.;CEDULA;909853;33132044000124;Não Classificados;N/A
BCO ESTADO DE SERGIPE S.A. - BANESE;BANESE;1120;13009717000146;Bancos;BGIP3, BGIP4, BGIP2, BGIP1
BCO ESTADO DO PARA S.A.;BANPARA;1171;4913711000108;Bancos;BPAR3
BCO ESTADO DO RIO GRANDE DO SUL S.A.;BANRISUL;1210;92702067000196;Bancos;BRSR3, BRSR5, BRSR6
BCO INTERCAP S/A;INTERCAPBM;904524;58497702000102;Não Classificados;N/A
BCO MAXINVEST S.A;MAXINVESTBM;900951;80271455000180;Não Classificados;N/A
BCO MERCANTIL DE INVESTIMENTOS S.A.;MERC INVEST;1309;34169557000172;Bancos;BMIN3, BMIN4
BCO MERCANTIL DO BRASIL S.A.;MERCANTIL;1325;17184037000110;Bancos;BMEB3, BMEB4
BCO NORDESTE DO BRASIL S.A.;NORD BRASIL;1228;7237373000120;Bancos;BNBR3
BCO PAN S.A.;BANCO PAN;21199;59285411000113;Bancos;BPAN4
BCO PINE S.A.;PINE;20567;62144175000120;Bancos;PINE3, PINE4, PINE11, PINE13
BCO RIBEIRAO PRETO S/A;RIBEIRAOPRET;907089;517645000104;Não Classificados;N/A
BCO SANTANDER (BRASIL) S.A.;SANTANDER BR;20532;90400888000142;Bancos;SANB3, SANB4, SANB11
BCO SOFISA S.A.;SOFISABM;910026;60889128000180;Bancos;N/A
BCO VOLKSWAGEN S/A;VOLKSWAGENBM;901389;59109165000149;Não Classificados;N/A
BCO VOTORANTIM S/A;VOTORANTIMBM;909663;59588111000103;Não Classificados;N/A
BCV - BANCO DE CREDITO E VAREJO S/A;BCVBM;907667;50585090000106;Não Classificados;N/A
BDWPART HOLDING E PARTICIPAÇÕES S.A;BDWPART HOLD;914697;31917202000126;Não Classificados;N/A
BEACH PARK HOTEIS E TURISMO S/A;BEACH PARK;912568;11805397000105;Não Classificados;N/A
BELA LUNA EMPREENDIMENTOS IMOBILIARIOS S/A;BELA LUNA;912071;31921853000190;Não Classificados;N/A
BELAGRICOLA COMERCIO E REPRESENTACOES DE PRODUTOS;BELAGRICOLA;910463;79038097000181;Não Classificados;N/A
BELEM BIOENERGIA BRASIL S/A;BELEMBIO;900548;13188854000195;Não Classificados;N/A
BELMONTE II PARQUE SOLAR S.A.;BELMONTE II;917497;30418547000172;Não Classificados;N/A
BELO MONTE TRANSMISSORA DE ENERGIA SPE S.A.;BELOMONTE;900944;20223016000170;Não Classificados;N/A
BEMOBI MOBILE TECH S.A.;BEMOBI TECH;25500;9042817000105;Programas e Serviços;BMOB3
BEMOL S.A.;BEMOL S.A.;915231;4565289000147;Não Classificados;N/A
BERGAMO COMÉRCIO LTDA.;BERGAMOCOMER;915728;32988138000137;Não Classificados;N/A
BEST CENTER EMPREENDIMENTOS E PARTICIPACOES S.A.;BEST CENTER;916633;14576758000187;Não Classificados;N/A
BETA PRODUTORA DE ENERGIA SPE SA.;BETA PROD;900242;11371025000118;Não Classificados;N/A
BETAPART PARTICIPACOES S.A.;BETAPART;17884;2762124000130;Outros;BETP3
BHG S.A. - BRAZIL HOSPITALITY GROUP;BHGSA;909770;8723106000125;Hotelaria;N/A
BICICLETAS MONARK S.A.;BIC MONARK;1694;56992423000190;Bicicletas;BMKS3
BINGEN SECURITIZADORA S/A;BINGENSEC;900852;16444103000180;Não Classificados;N/A
BIOENERGETICA AROEIRA S.A.;BIOENERGETIC;900278;8355201000113;Não Classificados;N/A
BIOENERGETICA VALE DO PARACATU S/A.;BIOPARACATU;900902;8793343000162;Não Classificados;N/A
BIOFLEX AGROINDUSTRIAL S.A.;BIOFLEX;900829;13808130000105;Não Classificados;N/A
BIOMETANO VERDE PAULINIA SA;BIOMETANO VP;900417;50365355000152;Não Classificados;N/A
BIOMM S.A.;BIOMM;19305;4752991000110;Medicamentos e Outros Produtos;BIOM3, BIOM11, BIOM12, BIOM13, BIOM14
BIOSEV BIOENERGIA S/A;BIOSEVDIS;904789;49213747011828;Não Classificados;N/A
BIRD SOLUTION LTDA ;BIRD;900485;3305176000140;Não Classificados;N/A
BIZCAPITAL COMPANHIA SECURITIZADORA DE CREDITOS FI;BIZCAPITAL;900910;27757072000134;Não Classificados;N/A
BLAU FARMACÊUTICA S.A.;BLAU;24627;58430828000160;Medicamentos e Outros Produtos;BLAU3
BLOCK FINANCIAL HOLDINGS DO BRASIL S.A.;BLOCK FINANC;913558;35618250000174;Não Classificados;N/A
BLOCO DE ONZE AEROPORTOS DO BRASIL S.A;BLOCO ONZE;900549;48725405000113;Não Classificados;N/A
BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A;BLUEFIT;26204;24921465000143;Não Classificados;N/A
BM EMPREENDIMENTOS E PARTICIPACOES SPE S.A.;BMSA;900969;12051345000153;Não Classificados;N/A
BMC HYUNDAI S.A.;BMCHYUNDAI;900977;14168536000125;Não Classificados;N/A
BMYE PARTICIPAÇÕES S.A.;BMYE PARTICI;914234;40361425000140;Não Classificados;N/A
BNY MELLON BANCO S.A.;BNYMELLONBC;901074;42272526000170;Não Classificados;N/A
BNY MELLON SERVICOS FINANCEIROS DTVM S.A;MELLONDTVM;901041;2201501000161;Não Classificados;N/A
BOA ESPERANCA ENERGIA RENOVAVEL S.A;BOA ESPER;900033;46059783000180;Não Classificados;N/A
BOA SAFRA SEMENTES S.A.;BOA S.A.FRA;25704;10807374000177;Agricultura;SOJA3
BOLD SECURITIZADORA S.A;BOLD SECURIT;917584;28231010000157;Não Classificados;N/A
BOLTZMANN EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;BOLTZMANN EM;915454;41572391000104;Não Classificados;N/A
BOMBRIL S.A.;BOMBRIL;12190;50564053000103;Produtos de Limpeza;BOBR3, BOBR4
Bon Nome Solar Participacoes S.A.;BONNOMESOLAR;915512;42171206000124;Não Classificados;N/A
BONFIM GERACAO E COMERCIO DE ENERGIA SPE S/A;BONFIM GERAC;913392;34714313000123;Não Classificados;N/A
Borborema Transmissao de Energia S.A.;BORBTRANSENE;915710;31109417000110;Não Classificados;N/A
BORGATO MAQUINAS S/A;BORGATO;901108;57213191000197;Não Classificados;N/A
BORRACHAS VIPAL S.A.;VIPAL;26980;87870952000144;Não Classificados;N/A
BPG AV MOFARREJ EMPREENDIMENTOS E PARTICIPAÇÕES S.;BPG AV MOFAR;917462;30435310000108;Não Classificados;N/A
BPG CAJAMAR EMPREENDIMENTOS E PARTICIPACOES S A;BPG CAJAMAR;917637;39502022000195;Não Classificados;N/A
BPGM BH1 EMPREENDIMENTOS E PARTICIPAÇÕES S.A;BPGM BH1;900029;50364755000143;Não Classificados;N/A
BPGM CAMPINAS EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;BPGM CAMP;900026;50365437000105;Não Classificados;N/A
BPGM REBOUCAS EMPR. E PART. S.A.;BPGM REBOUCA;900304;54800596000133;Não Classificados;N/A
BPGM SP1 EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;BPGM SP1 EMP;917479;44378901000197;Não Classificados;N/A
BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.;BR PARTNERS;25860;10739356000103;Bancos;BRBI11
BR MALLS PARTICIPACOES S.A.;BR MALLS PAR;19909;6977745000191;Exploração de Imóveis;N/A
BR PARTNERS BANCO DE INVESTIMENTO S.A.;BRPARTNERSBI;901272;13220493000117;Não Classificados;N/A
BRACELL BAHIA SPECIALTY CELLULOSE S.A.;BRACELL BAHI;900418;69037133000139;Não Classificados;N/A
BRACELL SP CELULOSE LTDA;BRACELL SP;900420;53943098000187;Não Classificados;N/A
BRADESCO LEASING S.A. ARREND MERCANTIL;BRADESCO LSG;19640;47509120000182;Soc. Arrendamento Mercantil;N/A
BRADESPAR S.A.;BRADESPAR;18724;3847461000192;Minerais Metálicos;BRAP3, BRAP4
BRADO LOGISTICA S. A.;BRADOSA;901173;3307926000112;Não Classificados;N/A
BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S/A;BRAINFARMA;901223;5161069000110;Não Classificados;N/A
BRAMEX COMÉRCIO E SERVIÇOS LTDA. ;BRAMEX COMER;900081;7173309000122;Não Classificados;N/A
BRASAL ENERGIA S/A;BRASAL ENERG;916897;29896310000118;Não Classificados;N/A
BRASAL PARTICIPACOES S/A;BRASAL;900325;36756997000151;Não Classificados;N/A
BRASBUNKER PARTICIPACOES S/A;BRASBUNKER;900571;4931019000102;Não Classificados;N/A
BRASHOP S/A;BRASHOPSA;901280;3262205000133;Não Classificados;N/A
BRASIL BIO FUELS S.A;BRASILBIOFUE;917328;9478309000166;Não Classificados;N/A
BRASIL PCH S.A.;BRASIL PCH;910216;7314233000108;Não Classificados;N/A
BRASIL PLURAL S/A - BANCO MULTIPLO;BRASILPLURAL;901124;45246410000155;Não Classificados;N/A
BRASIL TECNOLOGIA E PARTICIPAÇÕES S.A. ;BR TECNO;27499;35764708000101;Computadores e Equipamentos;N/A
BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;BRASILAGRO;20036;7628528000159;Agricultura;AGRO3
BRASILPREV SEGUROS E PREVIDÊNCIA S.A.;BRASILPREV S;914598;27665207000131;Não Classificados;N/A
BRASKEM S.A.;BRASKEM;4820;42150391000170;Petroquímicos;BRKM3, BRKM5, BRKM6
BRASOIL MANATI EXPLORACAO PETROLIFERA S.A.;BRASOILPETRO;905406;8845534000120;Não Classificados;N/A
BRASOL PARTICIPACOES E EMP S.A.;BRASOL;900301;35539616000110;Não Classificados;N/A
BRAVA ENERGIA S.A.;BRAVA;25291;12091809000155;Exploração. Refino e Distribuição;BRAV3
BRAVO ARMAZENS GERAIS LTDA;BRAVO;900329;1759112000193;Não Classificados;N/A
BRAVO BEEF S/A;BRAVOBEEFSA;901298;9160157000159;Não Classificados;N/A
BRAZIL 3 BUSINESS PARTICIPACOES LTDA.;BRAZIL 3;900360;10515403000127;Não Classificados;N/A
BRAZIL TOWER. CESSÃO DE INFRA-ESTRUTURAS S.A;BRAZIL TOWER;27316;14292540000109;Telecomunicações;N/A
BRAZILIAN SECURITIES CIA DE SECURITIZACAO;BRAZILIAN SC;18759;3767538000114;Securitizadoras de Recebíveis;BSCS-CRIT2, BSCS-CRIT3, BSCS-CRIT4
BRB  CFI S/A;BRBCFI;901157;33136888000143;Não Classificados;N/A
BRB BCO DE BRASILIA S.A.;BRB BANCO;14206;208000100;Bancos;BSLI3, BSLI4, BSLI10, BSLI9
BREITENER ENERGETICA S.A.;BREITENER S.A.;916757;4816991000136;Não Classificados;N/A
BREITENER HOLDING E PARTICIPAÇÕES S.A.;BREITENERHOL;915991;40659026000160;Não Classificados;N/A
BRENERGIA ENERGIAS RENOVÁVEIS;BRENERGIA;900101;21148231000117;Não Classificados;N/A
BRENNAND ENERGIA S.A.;BRENNAND;910158;10532985000150;Não Classificados;N/A
BRES HENRY FORD EMPREENDIMENTOS IMOBILIÁRIOS LTDA.;BRES HENRY F;914903;7951410000167;Não Classificados;N/A
BRESCO MURICI EMPREENDIMENTOS IMOBILIÁRIOS LTDA.;BRESCO MURIC;914911;24787836000146;Não Classificados;N/A
BRF S.A.;BRF S.A.;16292;1838723000127;Carnes e Derivados;BRFS3
BRILHANTE TRANSMISSORA DE ENERGIA S.A.;BRILHANTEENE;913244;10552848000187;Não Classificados;N/A
BRINOX METALURGICA S.A.;BRINOX;901900;92038108000191;Não Classificados;N/A
BRISANET SERVIÇOS DE TELECOMUNICAÇÕES S.A.;BRISANET;27693;4601397000128;Telecomunicações;BRST3
BRITANIA ELETRODOMESTICOS  S.A;BRITANIA;901215;76492701000157;Não Classificados;N/A
BRK  NE/N/CO S.A;BRKNE/N/CSA;916197;34480751000174;Não Classificados;N/A
BRK AMBIENTAL - CACHOEIRO DE ITAPEMIRIM S.A.;BRKITAPEMIRI;917610;2628150000170;Não Classificados;N/A
BRK AMBIENTAL - MANSO S.A.;BRKAMBIENTAL;906040;19246473000100;Não Classificados;N/A
BRK AMBIENTAL - MAUA S.A.;BRK;900545;5380441000180;Não Classificados;N/A
BRK AMBIENTAL - REGIÃO METROPOLITANA DE MACEIÓ S.A;BRK AMBIENTA;26999;39580673000101;Água e Saneamento;N/A
BRK AMBIENTAL - RIO CLARO S.A.;BRK AMBIRC;900013;8630227000122;Não Classificados;N/A
BRK AMBIENTAL - RIO DAS OSTRAS PARTICIPACOES S.A;BRKRIODASOST;908178;9356040000145;Não Classificados;N/A
BRK AMBIENTAL - SUMARE S.A;BRKSUMARE;906032;21480839000144;Não Classificados;N/A
BRK AMBIENTAL - URUGUAIANA S.A;BRKURUGUAIAN;917585;13015402000101;Não Classificados;N/A
BRK AMBIENTAL  BLUMENAU S.A.;BRKAMBIENTA;914358;11609081000148;Não Classificados;N/A
BRK AMBIENTAL  CAÇADOR S.A.;BRKAMBCACADO;915207;31444659000160;Não Classificados;N/A
BRK AMBIENTAL  GOIÁS S.A.;BRKAMBGOIAS;914747;18123402000149;Não Classificados;N/A
BRK AMBIENTAL  LIMEIRA S.A.;BRK ALIMEIRA;900148;585900000148;Não Classificados;N/A
BRK AMBIENTAL CENTRO NORTE PARTICIPACOES S.A.;BRKCENTRONOR;901256;14435130000161;Não Classificados;N/A
BRK AMBIENTAL PARTICIPACOES S/A;BRK AMBI PAR;24830;24396489000120;Não Classificados;N/A
BRK AMBIENTAL REGIAO METROPOLITANA DO RECIFE/GOIAN;RECIFEGOIANA;903724;17119291000134;Não Classificados;N/A
BRK AMBIENTAL RIO DAS OSTRAS S.A.;BRKOSTRAS;911107;8774784000117;Não Classificados;N/A
BRK S/A CREDITO FINANCIAMENTO E INVESTIMENTO;BRKCFI;901249;12865507000197;Não Classificados;N/A
BRKB DTVM S/A;BRKBDTVM;900639;33923111000129;Não Classificados;N/A
BROOKFIELD ENERGIA RENOVAVEL S.A.;BROOKFIELDEN;900936;2808298000196;Não Classificados;N/A
BRQ SOLUCOES EM INFORMATICA S.A.;BRQ;23817;36542025000164;Programas e Serviços;BRQB3
BRVIAS HOLDING VRD S.A.;BRVIA HOLD;917493;12321274000161;Não Classificados;N/A
BRVIAS S/A;BRVIAS;901306;7911471000109;Não Classificados;N/A
BSB ENERGETICA S.A.;BSBENERGETIC;26883;3820456000196;Energia Elétrica;N/A
BSM ENGENHARIA S.A;BSME;901322;34078154000118;Não Classificados;N/A
BTG PACTUAL HOLDING S.A.;BTGHOLDING;901348;10923227000162;Não Classificados;N/A
BULLLA INSTITUIÇÃO DE PAGAMENTO S.A;BULLLA;900267;8422119000164;Não Classificados;N/A
BUONNY PROJETOS E SERVICOS DE RISCOS SECURITARIOS;BUONNY PROJE;900446;6326025000166;Não Classificados;N/A
BZ EMPREENDIMENTOS E PARTICIPACOES S.A.;BZ EMP PART;917586;47256820000102;Não Classificados;N/A
C. DE IL. PUB. CONECTA CAMPINAS S.A;C. DE IL. P.;900450;46976719000163;Não Classificados;N/A
C.A.W. PROJETOS E CONSULTORIA INDUSTRIAL LTDA;CAW PROJETOS;917466;173802000101;Não Classificados;N/A
C.B. DISTRIBUIDORA DE BEBIDAS LTDA;C.B.DISTRIB;900064;1914851000102;Não Classificados;N/A
C6 HOLDING S.A.;C6HOLDING S.A.;911271;29694063000177;Não Classificados;N/A
CA INVESTMENT (BRAZIL) S.A.;CAINVESTMENT;911347;28132263000173;Não Classificados;N/A
CAATINGA CAPITAL INVESTIMENTOS E PARTICIPACOES DEB;CAATINGACAPI;917260;45954677000105;Não Classificados;N/A
CAB AGUAS DO AGRESTE S/A;CABAGUASAGRE;901413;15401489000180;Não Classificados;N/A
CACHOEIRA GRANDE ENERGIA RENOVAVEL S.A. ;CACHOEIRA GR;917677;44650027000103;Não Classificados;N/A
CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.;CACHOEIRA;22633;5336882000184;Energia Elétrica;N/A
CAEDU COMÉRCIO VAREJISTA ARTIGOS DO VESTUÁRIO S.A.;CAEDU COM S.A.;916841;46377727000193;Não Classificados;N/A
CAELUM PARTICIPAÇÕES S.A.;CAELUM;900090;43372104000130;Não Classificados;N/A
CAEP - CENTRAL ABRIL EDUCACAO E PARTICIPACOES  S.A;ABRILEDUCACA;901454;3824725000192;Não Classificados;N/A
CAGECE - CIA DE AGUA E ESGOTO DO CEARA;CAGECE;18546;7040108000157;Não Classificados;N/A
CAIUA TRANSMISSORA DE ENERGIA S.A.;CAIUAENERGIA;901488;14832534000199;Não Classificados;N/A
CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;CAIXA SEGURI;23795;22543331000100;Seguradoras;CXSE3
CALAMO DISTRIBUIDORA DE PRODUTOS DE BELEZA S.A.;CALAMO;901918;6147451001104;Não Classificados;N/A
CALANGO 6 ENERGIA RENOVAVEL  S.A.;CALANGO6;901934;19560837000113;Não Classificados;N/A
CALDEIRÃO GRANDE ENERGIAS RENOVÁVEIS S.A.;CALDEIRÃO GR;913624;12960213000144;Não Classificados;N/A
CALDEIRAO GRANDE II SOLAR S/A.;CALDEIRAO GR;900376;48949370000104;Não Classificados;N/A
